province,adcode,model,bodyType,regYear,regMonth,salesVolume,popularity,carCommentVolum,newsReplyVolum
广西,450000,28e29f2c03dcd84c,Sedan,2017,2,71,289,193,2569
江苏,320000,28e29f2c03dcd84c,Sedan,2017,2,1058,1689,193,2569
江西,360000,28e29f2c03dcd84c,Sedan,2017,2,151,428,193,2569
河北,130000,28e29f2c03dcd84c,Sedan,2017,2,884,873,193,2569
河南,410000,28e29f2c03dcd84c,Sedan,2017,2,548,1467,193,2569
浙江,330000,28e29f2c03dcd84c,Sedan,2017,2,352,1175,193,2569
湖北,420000,28e29f2c03dcd84c,Sedan,2017,2,164,600,193,2569
湖南,430000,28e29f2c03dcd84c,Sedan,2017,2,262,649,193,2569
福建,350000,28e29f2c03dcd84c,Sedan,2017,2,140,521,193,2569
辽宁,210000,28e29f2c03dcd84c,Sedan,2017,2,165,242,193,2569
重庆,500000,28e29f2c03dcd84c,Sedan,2017,2,263,487,193,2569
陕西,610000,28e29f2c03dcd84c,Sedan,2017,2,361,615,193,2569
黑龙江,230000,28e29f2c03dcd84c,Sedan,2017,2,79,195,193,2569
上海,310000,37aa9169b575ef79,Sedan,2017,2,37,1245,210,2593
云南,530000,37aa9169b575ef79,Sedan,2017,2,692,1199,210,2593
内蒙古,150000,37aa9169b575ef79,Sedan,2017,2,413,1396,210,2593
北京,110000,37aa9169b575ef79,Sedan,2017,2,271,3690,210,2593
四川,510000,37aa9169b575ef79,Sedan,2017,2,1639,6287,210,2593
安徽,340000,37aa9169b575ef79,Sedan,2017,2,260,1166,210,2593
山东,370000,37aa9169b575ef79,Sedan,2017,2,1708,5677,210,2593
山西,140000,37aa9169b575ef79,Sedan,2017,2,442,2569,210,2593
广东,440000,37aa9169b575ef79,Sedan,2017,2,1075,6555,210,2593
广西,450000,37aa9169b575ef79,Sedan,2017,2,301,694,210,2593
江苏,320000,37aa9169b575ef79,Sedan,2017,2,626,3179,210,2593
江西,360000,37aa9169b575ef79,Sedan,2017,2,189,1081,210,2593
河北,130000,37aa9169b575ef79,Sedan,2017,2,1780,5933,210,2593
河南,410000,37aa9169b575ef79,Sedan,2017,2,1050,4871,210,2593
浙江,330000,37aa9169b575ef79,Sedan,2017,2,422,2478,210,2593
湖北,420000,37aa9169b575ef79,Sedan,2017,2,270,1671,210,2593
湖南,430000,37aa9169b575ef79,Sedan,2017,2,653,1842,210,2593
福建,350000,37aa9169b575ef79,Sedan,2017,2,292,1573,210,2593
辽宁,210000,37aa9169b575ef79,Sedan,2017,2,691,2327,210,2593
重庆,500000,37aa9169b575ef79,Sedan,2017,2,105,760,210,2593
陕西,610000,37aa9169b575ef79,Sedan,2017,2,384,1868,210,2593
黑龙江,230000,37aa9169b575ef79,Sedan,2017,2,952,2497,210,2593
上海,310000,63065128401bb3ff,Sedan,2017,2,501,2302,112,4229
云南,530000,63065128401bb3ff,Sedan,2017,2,504,2178,112,4229
内蒙古,150000,63065128401bb3ff,Sedan,2017,2,214,1231,112,4229
北京,110000,63065128401bb3ff,Sedan,2017,2,200,4196,112,4229
四川,510000,63065128401bb3ff,Sedan,2017,2,937,8554,112,4229
安徽,340000,63065128401bb3ff,Sedan,2017,2,775,3410,112,4229
山东,370000,63065128401bb3ff,Sedan,2017,2,1225,5049,112,4229
山西,140000,63065128401bb3ff,Sedan,2017,2,491,2017,112,4229
广东,440000,63065128401bb3ff,Sedan,2017,2,462,9473,112,4229
广西,450000,63065128401bb3ff,Sedan,2017,2,176,1402,112,4229
江苏,320000,63065128401bb3ff,Sedan,2017,2,1862,7323,112,4229
江西,360000,63065128401bb3ff,Sedan,2017,2,442,2178,112,4229
河北,130000,63065128401bb3ff,Sedan,2017,2,1261,4291,112,4229
河南,410000,63065128401bb3ff,Sedan,2017,2,1238,6792,112,4229
浙江,330000,63065128401bb3ff,Sedan,2017,2,768,5314,112,4229
湖北,420000,63065128401bb3ff,Sedan,2017,2,357,3022,112,4229
湖南,430000,63065128401bb3ff,Sedan,2017,2,531,2898,112,4229
福建,350000,63065128401bb3ff,Sedan,2017,2,400,2823,112,4229
辽宁,210000,63065128401bb3ff,Sedan,2017,2,212,1544,112,4229
重庆,500000,63065128401bb3ff,Sedan,2017,2,359,1714,112,4229
陕西,610000,63065128401bb3ff,Sedan,2017,2,397,2671,112,4229
黑龙江,230000,63065128401bb3ff,Sedan,2017,2,156,1127,112,4229
上海,310000,ea489c253676aafc,Sedan,2017,2,362,1297,169,1840
云南,530000,ea489c253676aafc,Sedan,2017,2,295,836,169,1840
内蒙古,150000,ea489c253676aafc,Sedan,2017,2,254,596,169,1840
北京,110000,ea489c253676aafc,Sedan,2017,2,89,2126,169,1840
四川,510000,ea489c253676aafc,Sedan,2017,2,704,3874,169,1840
安徽,340000,ea489c253676aafc,Sedan,2017,2,475,995,169,1840
山东,370000,ea489c253676aafc,Sedan,2017,2,1515,3699,169,1840
山西,140000,ea489c253676aafc,Sedan,2017,2,641,2026,169,1840
广东,440000,ea489c253676aafc,Sedan,2017,2,255,3734,169,1840
广西,450000,ea489c253676aafc,Sedan,2017,2,155,503,169,1840
江苏,320000,ea489c253676aafc,Sedan,2017,2,1028,2618,169,1840
江西,360000,ea489c253676aafc,Sedan,2017,2,223,705,169,1840
河北,130000,ea489c253676aafc,Sedan,2017,2,1551,3463,169,1840
河南,410000,ea489c253676aafc,Sedan,2017,2,893,2824,169,1840
浙江,330000,ea489c253676aafc,Sedan,2017,2,467,2014,169,1840
湖北,420000,ea489c253676aafc,Sedan,2017,2,154,1026,169,1840
湖南,430000,ea489c253676aafc,Sedan,2017,2,253,972,169,1840
福建,350000,ea489c253676aafc,Sedan,2017,2,148,887,169,1840
辽宁,210000,ea489c253676aafc,Sedan,2017,2,408,1111,169,1840
重庆,500000,ea489c253676aafc,Sedan,2017,2,248,654,169,1840
陕西,610000,ea489c253676aafc,Sedan,2017,2,418,1363,169,1840
黑龙江,230000,ea489c253676aafc,Sedan,2017,2,266,844,169,1840
上海,310000,cd5841d44fd7625e,Sedan,2017,2,177,842,459,2694
云南,530000,cd5841d44fd7625e,Sedan,2017,2,248,999,459,2694
内蒙古,150000,cd5841d44fd7625e,Sedan,2017,2,319,605,459,2694
北京,110000,cd5841d44fd7625e,Sedan,2017,2,877,1795,459,2694
四川,510000,cd5841d44fd7625e,Sedan,2017,2,565,3583,459,2694
安徽,340000,cd5841d44fd7625e,Sedan,2017,2,315,1318,459,2694
山东,370000,cd5841d44fd7625e,Sedan,2017,2,878,2100,459,2694
山西,140000,cd5841d44fd7625e,Sedan,2017,2,317,605,459,2694
广东,440000,cd5841d44fd7625e,Sedan,2017,2,322,3358,459,2694
广西,450000,cd5841d44fd7625e,Sedan,2017,2,119,526,459,2694
江苏,320000,cd5841d44fd7625e,Sedan,2017,2,868,2576,459,2694
江西,360000,cd5841d44fd7625e,Sedan,2017,2,141,670,459,2694
河北,130000,cd5841d44fd7625e,Sedan,2017,2,1165,1609,459,2694
河南,410000,cd5841d44fd7625e,Sedan,2017,2,856,2458,459,2694
浙江,330000,cd5841d44fd7625e,Sedan,2017,2,356,1992,459,2694
湖北,420000,cd5841d44fd7625e,Sedan,2017,2,262,1078,459,2694
湖南,430000,cd5841d44fd7625e,Sedan,2017,2,230,1032,459,2694
福建,350000,cd5841d44fd7625e,Sedan,2017,2,188,989,459,2694
辽宁,210000,cd5841d44fd7625e,Sedan,2017,2,546,806,459,2694
重庆,500000,cd5841d44fd7625e,Sedan,2017,2,202,652,459,2694
陕西,610000,cd5841d44fd7625e,Sedan,2017,2,257,960,459,2694
黑龙江,230000,cd5841d44fd7625e,Sedan,2017,2,666,827,459,2694
上海,310000,b25c4e2e3856af22,SUV,2017,2,447,4534,868,7564
云南,530000,b25c4e2e3856af22,SUV,2017,2,277,2344,868,7564
内蒙古,150000,b25c4e2e3856af22,SUV,2017,2,110,1774,868,7564
北京,110000,b25c4e2e3856af22,SUV,2017,2,284,6944,868,7564
四川,510000,b25c4e2e3856af22,SUV,2017,2,562,10537,868,7564
安徽,340000,b25c4e2e3856af22,SUV,2017,2,364,2913,868,7564
山东,370000,b25c4e2e3856af22,SUV,2017,2,501,7656,868,7564
山西,140000,b25c4e2e3856af22,SUV,2017,2,113,2891,868,7564
广东,440000,b25c4e2e3856af22,SUV,2017,2,451,10953,868,7564
广西,450000,b25c4e2e3856af22,SUV,2017,2,114,1204,868,7564
江苏,320000,b25c4e2e3856af22,SUV,2017,2,987,8357,868,7564
江西,360000,b25c4e2e3856af22,SUV,2017,2,284,2464,868,7564
河北,130000,b25c4e2e3856af22,SUV,2017,2,442,6134,868,7564
河南,410000,b25c4e2e3856af22,SUV,2017,2,471,6221,868,7564
浙江,330000,b25c4e2e3856af22,SUV,2017,2,893,7700,868,7564
湖北,420000,b25c4e2e3856af22,SUV,2017,2,363,4151,868,7564
湖南,430000,b25c4e2e3856af22,SUV,2017,2,386,3614,868,7564
福建,350000,b25c4e2e3856af22,SUV,2017,2,370,3340,868,7564
辽宁,210000,b25c4e2e3856af22,SUV,2017,2,188,2234,868,7564
重庆,500000,b25c4e2e3856af22,SUV,2017,2,184,2092,868,7564
陕西,610000,b25c4e2e3856af22,SUV,2017,2,223,3231,868,7564
黑龙江,230000,b25c4e2e3856af22,SUV,2017,2,219,2201,868,7564
上海,310000,4a103c30d593fbbe,Sedan,2017,2,231,2749,772,1876
云南,530000,4a103c30d593fbbe,Sedan,2017,2,321,1780,772,1876
内蒙古,150000,4a103c30d593fbbe,Sedan,2017,2,239,1634,772,1876
北京,110000,4a103c30d593fbbe,Sedan,2017,2,360,6252,772,1876
四川,510000,4a103c30d593fbbe,Sedan,2017,2,1106,9785,772,1876
安徽,340000,4a103c30d593fbbe,Sedan,2017,2,593,2964,772,1876
山东,370000,4a103c30d593fbbe,Sedan,2017,2,945,7691,772,1876
山西,140000,4a103c30d593fbbe,Sedan,2017,2,261,2779,772,1876
广东,440000,4a103c30d593fbbe,Sedan,2017,2,354,9403,772,1876
广西,450000,4a103c30d593fbbe,Sedan,2017,2,179,1135,772,1876
江苏,320000,4a103c30d593fbbe,Sedan,2017,2,1477,7417,772,1876
江西,360000,4a103c30d593fbbe,Sedan,2017,2,230,1878,772,1876
河北,130000,4a103c30d593fbbe,Sedan,2017,2,1311,7867,772,1876
河南,410000,4a103c30d593fbbe,Sedan,2017,2,872,6673,772,1876
浙江,330000,4a103c30d593fbbe,Sedan,2017,2,793,5636,772,1876
湖北,420000,4a103c30d593fbbe,Sedan,2017,2,357,2935,772,1876
湖南,430000,4a103c30d593fbbe,Sedan,2017,2,264,2563,772,1876
福建,350000,4a103c30d593fbbe,Sedan,2017,2,327,2661,772,1876
辽宁,210000,4a103c30d593fbbe,Sedan,2017,2,423,2651,772,1876
重庆,500000,4a103c30d593fbbe,Sedan,2017,2,209,1350,772,1876
陕西,610000,4a103c30d593fbbe,Sedan,2017,2,239,2798,772,1876
黑龙江,230000,4a103c30d593fbbe,Sedan,2017,2,436,2906,772,1876
上海,310000,7a7885e2d7c00bcf,Hatchback,2017,2,455,1040,552,894
云南,530000,7a7885e2d7c00bcf,Hatchback,2017,2,218,622,552,894
内蒙古,150000,7a7885e2d7c00bcf,Hatchback,2017,2,163,507,552,894
北京,110000,7a7885e2d7c00bcf,Hatchback,2017,2,523,1621,552,894
四川,510000,7a7885e2d7c00bcf,Hatchback,2017,2,516,2807,552,894
安徽,340000,7a7885e2d7c00bcf,Hatchback,2017,2,418,1111,552,894
山东,370000,7a7885e2d7c00bcf,Hatchback,2017,2,984,2272,552,894
山西,140000,7a7885e2d7c00bcf,Hatchback,2017,2,184,541,552,894
广东,440000,7a7885e2d7c00bcf,Hatchback,2017,2,402,3095,552,894
广西,450000,7a7885e2d7c00bcf,Hatchback,2017,2,109,439,552,894
江苏,320000,7a7885e2d7c00bcf,Hatchback,2017,2,1612,2937,552,894
江西,360000,7a7885e2d7c00bcf,Hatchback,2017,2,176,637,552,894
河北,130000,7a7885e2d7c00bcf,Hatchback,2017,2,885,1724,552,894
河南,410000,7a7885e2d7c00bcf,Hatchback,2017,2,724,2259,552,894
浙江,330000,7a7885e2d7c00bcf,Hatchback,2017,2,1237,2488,552,894
湖北,420000,7a7885e2d7c00bcf,Hatchback,2017,2,279,1040,552,894
湖南,430000,7a7885e2d7c00bcf,Hatchback,2017,2,278,875,552,894
福建,350000,7a7885e2d7c00bcf,Hatchback,2017,2,257,888,552,894
辽宁,210000,7a7885e2d7c00bcf,Hatchback,2017,2,217,631,552,894
重庆,500000,7a7885e2d7c00bcf,Hatchback,2017,2,99,455,552,894
陕西,610000,7a7885e2d7c00bcf,Hatchback,2017,2,238,959,552,894
黑龙江,230000,7a7885e2d7c00bcf,Hatchback,2017,2,228,526,552,894
上海,310000,346393c2c6305fb1,SUV,2017,2,41,190,59,30
云南,530000,346393c2c6305fb1,SUV,2017,2,41,160,59,30
内蒙古,150000,346393c2c6305fb1,SUV,2017,2,66,170,59,30
北京,110000,346393c2c6305fb1,SUV,2017,2,40,429,59,30
四川,510000,346393c2c6305fb1,SUV,2017,2,153,675,59,30
安徽,340000,346393c2c6305fb1,SUV,2017,2,273,327,59,30
山东,370000,346393c2c6305fb1,SUV,2017,2,381,644,59,30
山西,140000,346393c2c6305fb1,SUV,2017,2,158,275,59,30
广东,440000,346393c2c6305fb1,SUV,2017,2,71,746,59,30
广西,450000,346393c2c6305fb1,SUV,2017,2,53,108,59,30
江苏,320000,346393c2c6305fb1,SUV,2017,2,168,492,59,30
江西,360000,346393c2c6305fb1,SUV,2017,2,36,121,59,30
河北,130000,346393c2c6305fb1,SUV,2017,2,389,477,59,30
河南,410000,346393c2c6305fb1,SUV,2017,2,174,476,59,30
浙江,330000,346393c2c6305fb1,SUV,2017,2,55,373,59,30
湖北,420000,346393c2c6305fb1,SUV,2017,2,79,226,59,30
湖南,430000,346393c2c6305fb1,SUV,2017,2,119,193,59,30
福建,350000,346393c2c6305fb1,SUV,2017,2,25,165,59,30
辽宁,210000,346393c2c6305fb1,SUV,2017,2,91,255,59,30
重庆,500000,346393c2c6305fb1,SUV,2017,2,84,126,59,30
陕西,610000,346393c2c6305fb1,SUV,2017,2,62,226,59,30
黑龙江,230000,346393c2c6305fb1,SUV,2017,2,95,267,59,30
上海,310000,02aab221aabc03b9,Sedan,2017,2,494,685,483,2156
云南,530000,02aab221aabc03b9,Sedan,2017,2,130,309,483,2156
内蒙古,150000,02aab221aabc03b9,Sedan,2017,2,63,140,483,2156
北京,110000,02aab221aabc03b9,Sedan,2017,2,532,874,483,2156
四川,510000,02aab221aabc03b9,Sedan,2017,2,394,1974,483,2156
安徽,340000,02aab221aabc03b9,Sedan,2017,2,203,392,483,2156
山东,370000,02aab221aabc03b9,Sedan,2017,2,362,788,483,2156
山西,140000,02aab221aabc03b9,Sedan,2017,2,94,604,483,2156
广东,440000,02aab221aabc03b9,Sedan,2017,2,847,2306,483,2156
广西,450000,02aab221aabc03b9,Sedan,2017,2,102,267,483,2156
江苏,320000,02aab221aabc03b9,Sedan,2017,2,1066,1254,483,2156
江西,360000,02aab221aabc03b9,Sedan,2017,2,146,267,483,2156
河北,130000,02aab221aabc03b9,Sedan,2017,2,242,539,483,2156
河南,410000,02aab221aabc03b9,Sedan,2017,2,199,590,483,2156
浙江,330000,02aab221aabc03b9,Sedan,2017,2,973,1151,483,2156
湖北,420000,02aab221aabc03b9,Sedan,2017,2,238,465,483,2156
湖南,430000,02aab221aabc03b9,Sedan,2017,2,186,505,483,2156
福建,350000,02aab221aabc03b9,Sedan,2017,2,242,472,483,2156
辽宁,210000,02aab221aabc03b9,Sedan,2017,2,205,249,483,2156
重庆,500000,02aab221aabc03b9,Sedan,2017,2,199,274,483,2156
陕西,610000,02aab221aabc03b9,Sedan,2017,2,151,447,483,2156
黑龙江,230000,02aab221aabc03b9,Sedan,2017,2,68,253,483,2156
上海,310000,5d7fb682edd0f937,SUV,2017,2,160,1144,76,21
云南,530000,5d7fb682edd0f937,SUV,2017,2,108,588,76,21
内蒙古,150000,5d7fb682edd0f937,SUV,2017,2,62,396,76,21
北京,110000,5d7fb682edd0f937,SUV,2017,2,190,1804,76,21
四川,510000,5d7fb682edd0f937,SUV,2017,2,166,2543,76,21
安徽,340000,5d7fb682edd0f937,SUV,2017,2,119,822,76,21
山东,370000,5d7fb682edd0f937,SUV,2017,2,160,1726,76,21
山西,140000,5d7fb682edd0f937,SUV,2017,2,56,549,76,21
广东,440000,5d7fb682edd0f937,SUV,2017,2,314,3002,76,21
广西,450000,5d7fb682edd0f937,SUV,2017,2,57,396,76,21
江苏,320000,5d7fb682edd0f937,SUV,2017,2,456,2498,76,21
江西,360000,5d7fb682edd0f937,SUV,2017,2,79,528,76,21
河北,130000,5d7fb682edd0f937,SUV,2017,2,126,1126,76,21
河南,410000,5d7fb682edd0f937,SUV,2017,2,103,1363,76,21
浙江,330000,5d7fb682edd0f937,SUV,2017,2,382,2053,76,21
湖北,420000,5d7fb682edd0f937,SUV,2017,2,142,1102,76,21
湖南,430000,5d7fb682edd0f937,SUV,2017,2,114,825,76,21
福建,350000,5d7fb682edd0f937,SUV,2017,2,127,858,76,21
辽宁,210000,5d7fb682edd0f937,SUV,2017,2,90,588,76,21
重庆,500000,5d7fb682edd0f937,SUV,2017,2,54,462,76,21
陕西,610000,5d7fb682edd0f937,SUV,2017,2,85,759,76,21
黑龙江,230000,5d7fb682edd0f937,SUV,2017,2,34,477,76,21
上海,310000,a207df29ec9583f0,SUV,2017,2,424,1970,267,895
云南,530000,a207df29ec9583f0,SUV,2017,2,178,1094,267,895
内蒙古,150000,a207df29ec9583f0,SUV,2017,2,87,635,267,895
北京,110000,a207df29ec9583f0,SUV,2017,2,648,3413,267,895
四川,510000,a207df29ec9583f0,SUV,2017,2,383,4216,267,895
安徽,340000,a207df29ec9583f0,SUV,2017,2,152,1475,267,895
山东,370000,a207df29ec9583f0,SUV,2017,2,328,3127,267,895
山西,140000,a207df29ec9583f0,SUV,2017,2,96,687,267,895
广东,440000,a207df29ec9583f0,SUV,2017,2,690,5212,267,895
广西,450000,a207df29ec9583f0,SUV,2017,2,106,703,267,895
江苏,320000,a207df29ec9583f0,SUV,2017,2,766,4409,267,895
江西,360000,a207df29ec9583f0,SUV,2017,2,115,995,267,895
河北,130000,a207df29ec9583f0,SUV,2017,2,209,1964,267,895
河南,410000,a207df29ec9583f0,SUV,2017,2,201,2345,267,895
浙江,330000,a207df29ec9583f0,SUV,2017,2,623,4013,267,895
湖北,420000,a207df29ec9583f0,SUV,2017,2,202,1860,267,895
湖南,430000,a207df29ec9583f0,SUV,2017,2,179,1568,267,895
福建,350000,a207df29ec9583f0,SUV,2017,2,212,1615,267,895
辽宁,210000,a207df29ec9583f0,SUV,2017,2,176,1068,267,895
重庆,500000,a207df29ec9583f0,SUV,2017,2,152,891,267,895
陕西,610000,a207df29ec9583f0,SUV,2017,2,140,1360,267,895
黑龙江,230000,a207df29ec9583f0,SUV,2017,2,84,755,267,895
上海,310000,b4be3a4917289c82,Hatchback,2017,2,97,5498,115,1562
云南,530000,b4be3a4917289c82,Hatchback,2017,2,35,2734,115,1562
内蒙古,150000,b4be3a4917289c82,Hatchback,2017,2,17,1640,115,1562
北京,110000,b4be3a4917289c82,Hatchback,2017,2,117,7625,115,1562
四川,510000,b4be3a4917289c82,Hatchback,2017,2,76,14110,115,1562
安徽,340000,b4be3a4917289c82,Hatchback,2017,2,59,4040,115,1562
山东,370000,b4be3a4917289c82,Hatchback,2017,2,137,8354,115,1562
山西,140000,b4be3a4917289c82,Hatchback,2017,2,10,3098,115,1562
广东,440000,b4be3a4917289c82,Hatchback,2017,2,115,15189,115,1562
广西,450000,b4be3a4917289c82,Hatchback,2017,2,18,1731,115,1562
江苏,320000,b4be3a4917289c82,Hatchback,2017,2,325,12819,115,1562
江西,360000,b4be3a4917289c82,Hatchback,2017,2,18,2794,115,1562
河北,130000,b4be3a4917289c82,Hatchback,2017,2,99,6911,115,1562
河南,410000,b4be3a4917289c82,Hatchback,2017,2,77,6592,115,1562
浙江,330000,b4be3a4917289c82,Hatchback,2017,2,290,11513,115,1562
湖北,420000,b4be3a4917289c82,Hatchback,2017,2,54,4541,115,1562
湖南,430000,b4be3a4917289c82,Hatchback,2017,2,43,4161,115,1562
福建,350000,b4be3a4917289c82,Hatchback,2017,2,28,3706,115,1562
辽宁,210000,b4be3a4917289c82,Hatchback,2017,2,38,2582,115,1562
重庆,500000,b4be3a4917289c82,Hatchback,2017,2,20,2263,115,1562
陕西,610000,b4be3a4917289c82,Hatchback,2017,2,52,4009,115,1562
黑龙江,230000,b4be3a4917289c82,Hatchback,2017,2,18,2080,115,1562
上海,310000,ef76a85c4b39f693,Sedan,2017,2,283,6787,2,1917
云南,530000,ef76a85c4b39f693,Sedan,2017,2,101,4081,2,1917
内蒙古,150000,ef76a85c4b39f693,Sedan,2017,2,79,3206,2,1917
北京,110000,ef76a85c4b39f693,Sedan,2017,2,299,11577,2,1917
四川,510000,ef76a85c4b39f693,Sedan,2017,2,291,20822,2,1917
安徽,340000,ef76a85c4b39f693,Sedan,2017,2,148,6329,2,1917
山东,370000,ef76a85c4b39f693,Sedan,2017,2,284,12805,2,1917
山西,140000,ef76a85c4b39f693,Sedan,2017,2,61,4060,2,1917
广东,440000,ef76a85c4b39f693,Sedan,2017,2,355,20759,2,1917
广西,450000,ef76a85c4b39f693,Sedan,2017,2,33,2561,2,1917
江苏,320000,ef76a85c4b39f693,Sedan,2017,2,652,16824,2,1917
江西,360000,ef76a85c4b39f693,Sedan,2017,2,69,4476,2,1917
河北,130000,ef76a85c4b39f693,Sedan,2017,2,250,10390,2,1917
河南,410000,ef76a85c4b39f693,Sedan,2017,2,184,10827,2,1917
浙江,330000,ef76a85c4b39f693,Sedan,2017,2,708,16532,2,1917
湖北,420000,ef76a85c4b39f693,Sedan,2017,2,134,6642,2,1917
湖南,430000,ef76a85c4b39f693,Sedan,2017,2,146,6371,2,1917
福建,350000,ef76a85c4b39f693,Sedan,2017,2,97,5226,2,1917
辽宁,210000,ef76a85c4b39f693,Sedan,2017,2,190,4768,2,1917
重庆,500000,ef76a85c4b39f693,Sedan,2017,2,82,3414,2,1917
陕西,610000,ef76a85c4b39f693,Sedan,2017,2,136,6350,2,1917
黑龙江,230000,ef76a85c4b39f693,Sedan,2017,2,92,3706,2,1917
上海,310000,bb9fbec9a2833839,SUV,2017,2,214,4070,49,84
云南,530000,bb9fbec9a2833839,SUV,2017,2,99,2415,49,84
内蒙古,150000,bb9fbec9a2833839,SUV,2017,2,74,1599,49,84
北京,110000,bb9fbec9a2833839,SUV,2017,2,170,5537,49,84
四川,510000,bb9fbec9a2833839,SUV,2017,2,224,10766,49,84
安徽,340000,bb9fbec9a2833839,SUV,2017,2,139,3188,49,84
山东,370000,bb9fbec9a2833839,SUV,2017,2,251,5879,49,84
山西,140000,bb9fbec9a2833839,SUV,2017,2,43,2603,49,84
广东,440000,bb9fbec9a2833839,SUV,2017,2,271,11031,49,84
广西,450000,bb9fbec9a2833839,SUV,2017,2,66,1290,49,84
江苏,320000,bb9fbec9a2833839,SUV,2017,2,589,8957,49,84
江西,360000,bb9fbec9a2833839,SUV,2017,2,91,2283,49,84
河北,130000,bb9fbec9a2833839,SUV,2017,2,188,4820,49,84
河南,410000,bb9fbec9a2833839,SUV,2017,2,143,4875,49,84
浙江,330000,bb9fbec9a2833839,SUV,2017,2,543,8493,49,84
湖北,420000,bb9fbec9a2833839,SUV,2017,2,177,3816,49,84
湖南,430000,bb9fbec9a2833839,SUV,2017,2,129,3529,49,84
福建,350000,bb9fbec9a2833839,SUV,2017,2,110,2846,49,84
辽宁,210000,bb9fbec9a2833839,SUV,2017,2,85,1764,49,84
重庆,500000,bb9fbec9a2833839,SUV,2017,2,59,1577,49,84
陕西,610000,bb9fbec9a2833839,SUV,2017,2,81,3011,49,84
黑龙江,230000,bb9fbec9a2833839,SUV,2017,2,40,1610,49,84
上海,310000,da457d15788fe8ee,SUV,2017,2,251,5472,130,1037
云南,530000,da457d15788fe8ee,SUV,2017,2,166,3688,130,1037
内蒙古,150000,da457d15788fe8ee,SUV,2017,2,109,2487,130,1037
北京,110000,da457d15788fe8ee,SUV,2017,2,424,9161,130,1037
四川,510000,da457d15788fe8ee,SUV,2017,2,348,16539,130,1037
安徽,340000,da457d15788fe8ee,SUV,2017,2,200,4477,130,1037
山东,370000,da457d15788fe8ee,SUV,2017,2,309,8955,130,1037
山西,140000,da457d15788fe8ee,SUV,2017,2,44,3465,130,1037
广东,440000,da457d15788fe8ee,SUV,2017,2,499,17156,130,1037
广西,450000,da457d15788fe8ee,SUV,2017,2,82,2093,130,1037
江苏,320000,da457d15788fe8ee,SUV,2017,2,649,12061,130,1037
江西,360000,da457d15788fe8ee,SUV,2017,2,85,3328,130,1037
河北,130000,da457d15788fe8ee,SUV,2017,2,254,6914,130,1037
河南,410000,da457d15788fe8ee,SUV,2017,2,251,7874,130,1037
浙江,330000,da457d15788fe8ee,SUV,2017,2,567,10894,130,1037
湖北,420000,da457d15788fe8ee,SUV,2017,2,259,6245,130,1037
湖南,430000,da457d15788fe8ee,SUV,2017,2,207,5575,130,1037
福建,350000,da457d15788fe8ee,SUV,2017,2,144,4066,130,1037
辽宁,210000,da457d15788fe8ee,SUV,2017,2,156,3276,130,1037
重庆,500000,da457d15788fe8ee,SUV,2017,2,108,2762,130,1037
陕西,610000,da457d15788fe8ee,SUV,2017,2,174,4546,130,1037
黑龙江,230000,da457d15788fe8ee,SUV,2017,2,94,2985,130,1037
上海,310000,6858d6dfe680bdf7,Sedan,2017,2,384,3905,1078,3703
云南,530000,6858d6dfe680bdf7,Sedan,2017,2,199,1941,1078,3703
内蒙古,150000,6858d6dfe680bdf7,Sedan,2017,2,43,1055,1078,3703
北京,110000,6858d6dfe680bdf7,Sedan,2017,2,311,5994,1078,3703
四川,510000,6858d6dfe680bdf7,Sedan,2017,2,337,9308,1078,3703
安徽,340000,6858d6dfe680bdf7,Sedan,2017,2,230,3133,1078,3703
山东,370000,6858d6dfe680bdf7,Sedan,2017,2,289,5630,1078,3703
山西,140000,6858d6dfe680bdf7,Sedan,2017,2,64,1543,1078,3703
广东,440000,6858d6dfe680bdf7,Sedan,2017,2,618,11352,1078,3703
广西,450000,6858d6dfe680bdf7,Sedan,2017,2,84,1305,1078,3703
江苏,320000,6858d6dfe680bdf7,Sedan,2017,2,919,8343,1078,3703
江西,360000,6858d6dfe680bdf7,Sedan,2017,2,89,1941,1078,3703
河北,130000,6858d6dfe680bdf7,Sedan,2017,2,232,4291,1078,3703
河南,410000,6858d6dfe680bdf7,Sedan,2017,2,224,4518,1078,3703
浙江,330000,6858d6dfe680bdf7,Sedan,2017,2,1004,9195,1078,3703
湖北,420000,6858d6dfe680bdf7,Sedan,2017,2,143,3167,1078,3703
湖南,430000,6858d6dfe680bdf7,Sedan,2017,2,195,3201,1078,3703
福建,350000,6858d6dfe680bdf7,Sedan,2017,2,161,2849,1078,3703
辽宁,210000,6858d6dfe680bdf7,Sedan,2017,2,146,1975,1078,3703
重庆,500000,6858d6dfe680bdf7,Sedan,2017,2,131,1657,1078,3703
陕西,610000,6858d6dfe680bdf7,Sedan,2017,2,135,3087,1078,3703
黑龙江,230000,6858d6dfe680bdf7,Sedan,2017,2,44,1350,1078,3703
上海,310000,79de4e4b24c35b04,MPV,2017,2,136,4963,366,3309
云南,530000,79de4e4b24c35b04,MPV,2017,2,634,6143,366,3309
内蒙古,150000,79de4e4b24c35b04,MPV,2017,2,132,2237,366,3309
北京,110000,79de4e4b24c35b04,MPV,2017,2,127,11189,366,3309
四川,510000,79de4e4b24c35b04,MPV,2017,2,565,22012,366,3309
安徽,340000,79de4e4b24c35b04,MPV,2017,2,1072,6388,366,3309
