province,adcode,model,bodyType,regYear,regMonth,salesVolume,popularity,carCommentVolum,newsReplyVolum,salesVolume_model_in_all_adcode,salesVolume_bodyType_in_all_adcode,salesVolume_adcode_in_all_model,salesVolume_bodyType_in_all_model
黑龙江,230000,28e29f2c03dcd84c,Sedan,2016,10,142,175,81,2342,13999.0,142.0,14606.0,6977.0
上海,310000,37aa9169b575ef79,Sedan,2016,10,395,1136,181,2967,25357.0,395.0,20543.0,10771.0
云南,530000,37aa9169b575ef79,Sedan,2016,10,988,1205,181,2967,25357.0,988.0,24967.0,8701.0
内蒙古,150000,37aa9169b575ef79,Sedan,2016,10,802,1599,181,2967,25357.0,802.0,15909.0,7451.0
北京,110000,37aa9169b575ef79,Sedan,2016,10,477,3273,181,2967,25357.0,477.0,23423.0,10493.0
四川,510000,37aa9169b575ef79,Sedan,2016,10,1733,4233,181,2967,25357.0,1733.0,39584.0,19200.0
安徽,340000,37aa9169b575ef79,Sedan,2016,10,424,1176,181,2967,25357.0,424.0,34948.0,16840.0
山东,370000,37aa9169b575ef79,Sedan,2016,10,3617,5181,181,2967,25357.0,3617.0,72939.0,39110.0
山西,140000,37aa9169b575ef79,Sedan,2016,10,1243,1925,181,2967,25357.0,1243.0,22265.0,12125.0
广东,440000,37aa9169b575ef79,Sedan,2016,10,1906,5569,181,2967,25357.0,1906.0,98893.0,48689.0
广西,450000,37aa9169b575ef79,Sedan,2016,10,384,616,181,2967,25357.0,384.0,20690.0,8372.0
江苏,320000,37aa9169b575ef79,Sedan,2016,10,781,2862,181,2967,25357.0,781.0,76045.0,40669.0
江西,360000,37aa9169b575ef79,Sedan,2016,10,488,982,181,2967,25357.0,488.0,24145.0,11893.0
河北,130000,37aa9169b575ef79,Sedan,2016,10,3483,5712,181,2967,25357.0,3483.0,54935.0,29232.0
河南,410000,37aa9169b575ef79,Sedan,2016,10,1931,4524,181,2967,25357.0,1931.0,60851.0,27895.0
浙江,330000,37aa9169b575ef79,Sedan,2016,10,606,2576,181,2967,25357.0,606.0,59204.0,29667.0
湖北,420000,37aa9169b575ef79,Sedan,2016,10,585,1622,181,2967,25357.0,585.0,33037.0,13788.0
湖南,430000,37aa9169b575ef79,Sedan,2016,10,1444,1519,181,2967,25357.0,1444.0,34434.0,15244.0
福建,350000,37aa9169b575ef79,Sedan,2016,10,690,2976,181,2967,25357.0,690.0,24470.0,12812.0
辽宁,210000,37aa9169b575ef79,Sedan,2016,10,1308,2245,181,2967,25357.0,1308.0,24756.0,13216.0
重庆,500000,37aa9169b575ef79,Sedan,2016,10,184,656,181,2967,25357.0,184.0,17135.0,7359.0
陕西,610000,37aa9169b575ef79,Sedan,2016,10,580,1662,181,2967,25357.0,580.0,26213.0,12270.0
黑龙江,230000,37aa9169b575ef79,Sedan,2016,10,1308,2336,181,2967,25357.0,1308.0,14606.0,6977.0
上海,310000,63065128401bb3ff,Sedan,2016,10,1674,2497,94,2615,38725.0,1674.0,20543.0,10771.0
云南,530000,63065128401bb3ff,Sedan,2016,10,1038,2250,94,2615,38725.0,1038.0,24967.0,8701.0
内蒙古,150000,63065128401bb3ff,Sedan,2016,10,468,1321,94,2615,38725.0,468.0,15909.0,7451.0
北京,110000,63065128401bb3ff,Sedan,2016,10,516,3947,94,2615,38725.0,516.0,23423.0,10493.0
四川,510000,63065128401bb3ff,Sedan,2016,10,1708,6240,94,2615,38725.0,1708.0,39584.0,19200.0
安徽,340000,63065128401bb3ff,Sedan,2016,10,2529,3486,94,2615,38725.0,2529.0,34948.0,16840.0
山东,370000,63065128401bb3ff,Sedan,2016,10,4129,4961,94,2615,38725.0,4129.0,72939.0,39110.0
山西,140000,63065128401bb3ff,Sedan,2016,10,1452,1943,94,2615,38725.0,1452.0,22265.0,12125.0
广东,440000,63065128401bb3ff,Sedan,2016,10,2036,8525,94,2615,38725.0,2036.0,98893.0,48689.0
广西,450000,63065128401bb3ff,Sedan,2016,10,568,1253,94,2615,38725.0,568.0,20690.0,8372.0
江苏,320000,63065128401bb3ff,Sedan,2016,10,4475,6982,94,2615,38725.0,4475.0,76045.0,40669.0
江西,360000,63065128401bb3ff,Sedan,2016,10,1627,2097,94,2615,38725.0,1627.0,24145.0,11893.0
河北,130000,63065128401bb3ff,Sedan,2016,10,3277,4006,94,2615,38725.0,3277.0,54935.0,29232.0
河南,410000,63065128401bb3ff,Sedan,2016,10,3793,6598,94,2615,38725.0,3793.0,60851.0,27895.0
浙江,330000,63065128401bb3ff,Sedan,2016,10,2324,5677,94,2615,38725.0,2324.0,59204.0,29667.0
湖北,420000,63065128401bb3ff,Sedan,2016,10,1296,2685,94,2615,38725.0,1296.0,33037.0,13788.0
湖南,430000,63065128401bb3ff,Sedan,2016,10,1670,2659,94,2615,38725.0,1670.0,34434.0,15244.0
福建,350000,63065128401bb3ff,Sedan,2016,10,1170,2685,94,2615,38725.0,1170.0,24470.0,12812.0
辽宁,210000,63065128401bb3ff,Sedan,2016,10,700,1457,94,2615,38725.0,700.0,24756.0,13216.0
重庆,500000,63065128401bb3ff,Sedan,2016,10,824,1619,94,2615,38725.0,824.0,17135.0,7359.0
陕西,610000,63065128401bb3ff,Sedan,2016,10,1165,2625,94,2615,38725.0,1165.0,26213.0,12270.0
黑龙江,230000,63065128401bb3ff,Sedan,2016,10,286,1142,94,2615,38725.0,286.0,14606.0,6977.0
上海,310000,ea489c253676aafc,Sedan,2016,10,314,1181,358,553,17667.0,314.0,20543.0,10771.0
云南,530000,ea489c253676aafc,Sedan,2016,10,635,916,358,553,17667.0,635.0,24967.0,8701.0
内蒙古,150000,ea489c253676aafc,Sedan,2016,10,495,740,358,553,17667.0,495.0,15909.0,7451.0
北京,110000,ea489c253676aafc,Sedan,2016,10,199,2163,358,553,17667.0,199.0,23423.0,10493.0
四川,510000,ea489c253676aafc,Sedan,2016,10,838,2674,358,553,17667.0,838.0,39584.0,19200.0
安徽,340000,ea489c253676aafc,Sedan,2016,10,813,1078,358,553,17667.0,813.0,34948.0,16840.0
山东,370000,ea489c253676aafc,Sedan,2016,10,2995,3836,358,553,17667.0,2995.0,72939.0,39110.0
山西,140000,ea489c253676aafc,Sedan,2016,10,1126,1645,358,553,17667.0,1126.0,22265.0,12125.0
广东,440000,ea489c253676aafc,Sedan,2016,10,384,3433,358,553,17667.0,384.0,98893.0,48689.0
广西,450000,ea489c253676aafc,Sedan,2016,10,362,510,358,553,17667.0,362.0,20690.0,8372.0
江苏,320000,ea489c253676aafc,Sedan,2016,10,1310,2585,358,553,17667.0,1310.0,76045.0,40669.0
江西,360000,ea489c253676aafc,Sedan,2016,10,356,728,358,553,17667.0,356.0,24145.0,11893.0
河北,130000,ea489c253676aafc,Sedan,2016,10,2586,3568,358,553,17667.0,2586.0,54935.0,29232.0
河南,410000,ea489c253676aafc,Sedan,2016,10,1472,3034,358,553,17667.0,1472.0,60851.0,27895.0
浙江,330000,ea489c253676aafc,Sedan,2016,10,638,2298,358,553,17667.0,638.0,59204.0,29667.0
湖北,420000,ea489c253676aafc,Sedan,2016,10,272,1016,358,553,17667.0,272.0,33037.0,13788.0
湖南,430000,ea489c253676aafc,Sedan,2016,10,568,928,358,553,17667.0,568.0,34434.0,15244.0
福建,350000,ea489c253676aafc,Sedan,2016,10,307,1810,358,553,17667.0,307.0,24470.0,12812.0
辽宁,210000,ea489c253676aafc,Sedan,2016,10,572,1093,358,553,17667.0,572.0,24756.0,13216.0
重庆,500000,ea489c253676aafc,Sedan,2016,10,408,640,358,553,17667.0,408.0,17135.0,7359.0
陕西,610000,ea489c253676aafc,Sedan,2016,10,693,1358,358,553,17667.0,693.0,26213.0,12270.0
黑龙江,230000,ea489c253676aafc,Sedan,2016,10,324,798,358,553,17667.0,324.0,14606.0,6977.0
上海,310000,cd5841d44fd7625e,Sedan,2016,10,148,688,307,3873,12350.0,148.0,20543.0,10771.0
云南,530000,cd5841d44fd7625e,Sedan,2016,10,344,736,307,3873,12350.0,344.0,24967.0,8701.0
内蒙古,150000,cd5841d44fd7625e,Sedan,2016,10,432,479,307,3873,12350.0,432.0,15909.0,7451.0
北京,110000,cd5841d44fd7625e,Sedan,2016,10,795,1333,307,3873,12350.0,795.0,23423.0,10493.0
四川,510000,cd5841d44fd7625e,Sedan,2016,10,610,2106,307,3873,12350.0,610.0,39584.0,19200.0
安徽,340000,cd5841d44fd7625e,Sedan,2016,10,440,947,307,3873,12350.0,440.0,34948.0,16840.0
山东,370000,cd5841d44fd7625e,Sedan,2016,10,1370,1602,307,3873,12350.0,1370.0,72939.0,39110.0
山西,140000,cd5841d44fd7625e,Sedan,2016,10,480,450,307,3873,12350.0,480.0,22265.0,12125.0
广东,440000,cd5841d44fd7625e,Sedan,2016,10,704,2398,307,3873,12350.0,704.0,98893.0,48689.0
广西,450000,cd5841d44fd7625e,Sedan,2016,10,159,374,307,3873,12350.0,159.0,20690.0,8372.0
江苏,320000,cd5841d44fd7625e,Sedan,2016,10,881,1919,307,3873,12350.0,881.0,76045.0,40669.0
江西,360000,cd5841d44fd7625e,Sedan,2016,10,237,460,307,3873,12350.0,237.0,24145.0,11893.0
河北,130000,cd5841d44fd7625e,Sedan,2016,10,1052,1182,307,3873,12350.0,1052.0,54935.0,29232.0
河南,410000,cd5841d44fd7625e,Sedan,2016,10,1357,1811,307,3873,12350.0,1357.0,60851.0,27895.0
浙江,330000,cd5841d44fd7625e,Sedan,2016,10,512,1612,307,3873,12350.0,512.0,59204.0,29667.0
湖北,420000,cd5841d44fd7625e,Sedan,2016,10,374,782,307,3873,12350.0,374.0,33037.0,13788.0
湖南,430000,cd5841d44fd7625e,Sedan,2016,10,248,705,307,3873,12350.0,248.0,34434.0,15244.0
福建,350000,cd5841d44fd7625e,Sedan,2016,10,285,746,307,3873,12350.0,285.0,24470.0,12812.0
辽宁,210000,cd5841d44fd7625e,Sedan,2016,10,738,647,307,3873,12350.0,738.0,24756.0,13216.0
重庆,500000,cd5841d44fd7625e,Sedan,2016,10,251,446,307,3873,12350.0,251.0,17135.0,7359.0
陕西,610000,cd5841d44fd7625e,Sedan,2016,10,276,702,307,3873,12350.0,276.0,26213.0,12270.0
黑龙江,230000,cd5841d44fd7625e,Sedan,2016,10,657,678,307,3873,12350.0,657.0,14606.0,6977.0
上海,310000,b25c4e2e3856af22,SUV,2016,10,1010,3678,135,4170,19787.0,1010.0,20543.0,7342.0
云南,530000,b25c4e2e3856af22,SUV,2016,10,759,2077,135,4170,19787.0,759.0,24967.0,9538.0
内蒙古,150000,b25c4e2e3856af22,SUV,2016,10,407,1387,135,4170,19787.0,407.0,15909.0,7187.0
北京,110000,b25c4e2e3856af22,SUV,2016,10,740,4868,135,4170,19787.0,740.0,23423.0,9890.0
四川,510000,b25c4e2e3856af22,SUV,2016,10,1100,6666,135,4170,19787.0,1100.0,39584.0,16098.0
安徽,340000,b25c4e2e3856af22,SUV,2016,10,1001,2323,135,4170,19787.0,1001.0,34948.0,13564.0
山东,370000,b25c4e2e3856af22,SUV,2016,10,1303,5787,135,4170,19787.0,1303.0,72939.0,22903.0
山西,140000,b25c4e2e3856af22,SUV,2016,10,333,1732,135,4170,19787.0,333.0,22265.0,7185.0
广东,440000,b25c4e2e3856af22,SUV,2016,10,1463,8209,135,4170,19787.0,1463.0,98893.0,39521.0
广西,450000,b25c4e2e3856af22,SUV,2016,10,280,1009,135,4170,19787.0,280.0,20690.0,6287.0
江苏,320000,b25c4e2e3856af22,SUV,2016,10,1872,6493,135,4170,19787.0,1872.0,76045.0,26014.0
江西,360000,b25c4e2e3856af22,SUV,2016,10,798,2003,135,4170,19787.0,798.0,24145.0,9573.0
河北,130000,b25c4e2e3856af22,SUV,2016,10,883,4679,135,4170,19787.0,883.0,54935.0,17865.0
河南,410000,b25c4e2e3856af22,SUV,2016,10,1021,4934,135,4170,19787.0,1021.0,60851.0,20997.0
浙江,330000,b25c4e2e3856af22,SUV,2016,10,2323,6452,135,4170,19787.0,2323.0,59204.0,22799.0
湖北,420000,b25c4e2e3856af22,SUV,2016,10,1033,3866,135,4170,19787.0,1033.0,33037.0,15764.0
湖南,430000,b25c4e2e3856af22,SUV,2016,10,973,2733,135,4170,19787.0,973.0,34434.0,15196.0
福建,350000,b25c4e2e3856af22,SUV,2016,10,853,4113,135,4170,19787.0,853.0,24470.0,9114.0
辽宁,210000,b25c4e2e3856af22,SUV,2016,10,437,1732,135,4170,19787.0,437.0,24756.0,8894.0
重庆,500000,b25c4e2e3856af22,SUV,2016,10,428,1559,135,4170,19787.0,428.0,17135.0,7987.0
陕西,610000,b25c4e2e3856af22,SUV,2016,10,450,2430,135,4170,19787.0,450.0,26213.0,9940.0
黑龙江,230000,b25c4e2e3856af22,SUV,2016,10,320,1732,135,4170,19787.0,320.0,14606.0,5617.0
上海,310000,4a103c30d593fbbe,Sedan,2016,10,450,3138,1286,3498,28858.0,450.0,20543.0,10771.0
云南,530000,4a103c30d593fbbe,Sedan,2016,10,687,2203,1286,3498,28858.0,687.0,24967.0,8701.0
内蒙古,150000,4a103c30d593fbbe,Sedan,2016,10,650,2015,1286,3498,28858.0,650.0,15909.0,7451.0
北京,110000,4a103c30d593fbbe,Sedan,2016,10,1045,6853,1286,3498,28858.0,1045.0,23423.0,10493.0
四川,510000,4a103c30d593fbbe,Sedan,2016,10,2017,8973,1286,3498,28858.0,2017.0,39584.0,19200.0
安徽,340000,4a103c30d593fbbe,Sedan,2016,10,1491,3578,1286,3498,28858.0,1491.0,34948.0,16840.0
山东,370000,4a103c30d593fbbe,Sedan,2016,10,2547,8207,1286,3498,28858.0,2547.0,72939.0,39110.0
山西,140000,4a103c30d593fbbe,Sedan,2016,10,813,2508,1286,3498,28858.0,813.0,22265.0,12125.0
广东,440000,4a103c30d593fbbe,Sedan,2016,10,1702,10495,1286,3498,28858.0,1702.0,98893.0,48689.0
广西,450000,4a103c30d593fbbe,Sedan,2016,10,395,1385,1286,3498,28858.0,395.0,20690.0,8372.0
江苏,320000,4a103c30d593fbbe,Sedan,2016,10,3228,8605,1286,3498,28858.0,3228.0,76045.0,40669.0
江西,360000,4a103c30d593fbbe,Sedan,2016,10,781,2266,1286,3498,28858.0,781.0,24145.0,11893.0
河北,130000,4a103c30d593fbbe,Sedan,2016,10,2877,8438,1286,3498,28858.0,2877.0,54935.0,29232.0
河南,410000,4a103c30d593fbbe,Sedan,2016,10,2358,8007,1286,3498,28858.0,2358.0,60851.0,27895.0
浙江,330000,4a103c30d593fbbe,Sedan,2016,10,2163,7094,1286,3498,28858.0,2163.0,59204.0,29667.0
湖北,420000,4a103c30d593fbbe,Sedan,2016,10,948,3641,1286,3498,28858.0,948.0,33037.0,13788.0
湖南,430000,4a103c30d593fbbe,Sedan,2016,10,757,2760,1286,3498,28858.0,757.0,34434.0,15244.0
福建,350000,4a103c30d593fbbe,Sedan,2016,10,837,4712,1286,3498,28858.0,837.0,24470.0,12812.0
辽宁,210000,4a103c30d593fbbe,Sedan,2016,10,1007,3022,1286,3498,28858.0,1007.0,24756.0,13216.0
重庆,500000,4a103c30d593fbbe,Sedan,2016,10,407,1563,1286,3498,28858.0,407.0,17135.0,7359.0
陕西,610000,4a103c30d593fbbe,Sedan,2016,10,945,3274,1286,3498,28858.0,945.0,26213.0,12270.0
黑龙江,230000,4a103c30d593fbbe,Sedan,2016,10,753,3127,1286,3498,28858.0,753.0,14606.0,6977.0
上海,310000,7a7885e2d7c00bcf,Hatchback,2016,10,633,926,286,119,19194.0,633.0,20543.0,1060.0
云南,530000,7a7885e2d7c00bcf,Hatchback,2016,10,431,667,286,119,19194.0,431.0,24967.0,913.0
内蒙古,150000,7a7885e2d7c00bcf,Hatchback,2016,10,371,501,286,119,19194.0,371.0,15909.0,529.0
北京,110000,7a7885e2d7c00bcf,Hatchback,2016,10,915,1370,286,119,19194.0,915.0,23423.0,1283.0
四川,510000,7a7885e2d7c00bcf,Hatchback,2016,10,772,2144,286,119,19194.0,772.0,39584.0,1696.0
安徽,340000,7a7885e2d7c00bcf,Hatchback,2016,10,878,1119,286,119,19194.0,878.0,34948.0,1632.0
山东,370000,7a7885e2d7c00bcf,Hatchback,2016,10,2307,2147,286,119,19194.0,2307.0,72939.0,3329.0
山西,140000,7a7885e2d7c00bcf,Hatchback,2016,10,320,487,286,119,19194.0,320.0,22265.0,551.0
广东,440000,7a7885e2d7c00bcf,Hatchback,2016,10,1092,2756,286,119,19194.0,1092.0,98893.0,2122.0
广西,450000,7a7885e2d7c00bcf,Hatchback,2016,10,259,427,286,119,19194.0,259.0,20690.0,540.0
江苏,320000,7a7885e2d7c00bcf,Hatchback,2016,10,2595,2682,286,119,19194.0,2595.0,76045.0,4242.0
江西,360000,7a7885e2d7c00bcf,Hatchback,2016,10,498,554,286,119,19194.0,498.0,24145.0,988.0
河北,130000,7a7885e2d7c00bcf,Hatchback,2016,10,1603,1532,286,119,19194.0,1603.0,54935.0,2510.0
河南,410000,7a7885e2d7c00bcf,Hatchback,2016,10,1309,2188,286,119,19194.0,1309.0,60851.0,2260.0
浙江,330000,7a7885e2d7c00bcf,Hatchback,2016,10,2033,2348,286,119,19194.0,2033.0,59204.0,3071.0
湖北,420000,7a7885e2d7c00bcf,Hatchback,2016,10,603,928,286,119,19194.0,603.0,33037.0,1147.0
湖南,430000,7a7885e2d7c00bcf,Hatchback,2016,10,501,791,286,119,19194.0,501.0,34434.0,994.0
福建,350000,7a7885e2d7c00bcf,Hatchback,2016,10,473,785,286,119,19194.0,473.0,24470.0,955.0
辽宁,210000,7a7885e2d7c00bcf,Hatchback,2016,10,489,620,286,119,19194.0,489.0,24756.0,680.0
重庆,500000,7a7885e2d7c00bcf,Hatchback,2016,10,159,399,286,119,19194.0,159.0,17135.0,604.0
陕西,610000,7a7885e2d7c00bcf,Hatchback,2016,10,510,868,286,119,19194.0,510.0,26213.0,1188.0
黑龙江,230000,7a7885e2d7c00bcf,Hatchback,2016,10,443,537,286,119,19194.0,443.0,14606.0,659.0
上海,310000,346393c2c6305fb1,SUV,2016,10,104,206,112,55,6637.0,104.0,20543.0,7342.0
云南,530000,346393c2c6305fb1,SUV,2016,10,139,214,112,55,6637.0,139.0,24967.0,9538.0
内蒙古,150000,346393c2c6305fb1,SUV,2016,10,108,189,112,55,6637.0,108.0,15909.0,7187.0
北京,110000,346393c2c6305fb1,SUV,2016,10,161,449,112,55,6637.0,161.0,23423.0,9890.0
四川,510000,346393c2c6305fb1,SUV,2016,10,291,664,112,55,6637.0,291.0,39584.0,16098.0
安徽,340000,346393c2c6305fb1,SUV,2016,10,600,353,112,55,6637.0,600.0,34948.0,13564.0
山东,370000,346393c2c6305fb1,SUV,2016,10,1097,649,112,55,6637.0,1097.0,72939.0,22903.0
山西,140000,346393c2c6305fb1,SUV,2016,10,277,228,112,55,6637.0,277.0,22265.0,7185.0
广东,440000,346393c2c6305fb1,SUV,2016,10,277,781,112,55,6637.0,277.0,98893.0,39521.0
广西,450000,346393c2c6305fb1,SUV,2016,10,100,135,112,55,6637.0,100.0,20690.0,6287.0
江苏,320000,346393c2c6305fb1,SUV,2016,10,406,529,112,55,6637.0,406.0,76045.0,26014.0
江西,360000,346393c2c6305fb1,SUV,2016,10,164,164,112,55,6637.0,164.0,24145.0,9573.0
河北,130000,346393c2c6305fb1,SUV,2016,10,699,433,112,55,6637.0,699.0,54935.0,17865.0
河南,410000,346393c2c6305fb1,SUV,2016,10,471,546,112,55,6637.0,471.0,60851.0,20997.0
浙江,330000,346393c2c6305fb1,SUV,2016,10,211,502,112,55,6637.0,211.0,59204.0,22799.0
湖北,420000,346393c2c6305fb1,SUV,2016,10,324,254,112,55,6637.0,324.0,33037.0,15764.0
湖南,430000,346393c2c6305fb1,SUV,2016,10,286,207,112,55,6637.0,286.0,34434.0,15196.0
福建,350000,346393c2c6305fb1,SUV,2016,10,89,221,112,55,6637.0,89.0,24470.0,9114.0
辽宁,210000,346393c2c6305fb1,SUV,2016,10,278,240,112,55,6637.0,278.0,24756.0,8894.0
重庆,500000,346393c2c6305fb1,SUV,2016,10,189,124,112,55,6637.0,189.0,17135.0,7987.0
陕西,610000,346393c2c6305fb1,SUV,2016,10,197,255,112,55,6637.0,197.0,26213.0,9940.0
黑龙江,230000,346393c2c6305fb1,SUV,2016,10,169,268,112,55,6637.0,169.0,14606.0,5617.0
上海,310000,02aab221aabc03b9,Sedan,2016,10,489,593,649,4699,8704.0,489.0,20543.0,10771.0
云南,530000,02aab221aabc03b9,Sedan,2016,10,174,252,649,4699,8704.0,174.0,24967.0,8701.0
内蒙古,150000,02aab221aabc03b9,Sedan,2016,10,99,155,649,4699,8704.0,99.0,15909.0,7451.0
北京,110000,02aab221aabc03b9,Sedan,2016,10,642,806,649,4699,8704.0,642.0,23423.0,10493.0
四川,510000,02aab221aabc03b9,Sedan,2016,10,471,964,649,4699,8704.0,471.0,39584.0,19200.0
安徽,340000,02aab221aabc03b9,Sedan,2016,10,248,363,649,4699,8704.0,248.0,34948.0,16840.0
山东,370000,02aab221aabc03b9,Sedan,2016,10,474,744,649,4699,8704.0,474.0,72939.0,39110.0
山西,140000,02aab221aabc03b9,Sedan,2016,10,105,212,649,4699,8704.0,105.0,22265.0,12125.0
广东,440000,02aab221aabc03b9,Sedan,2016,10,1049,1716,649,4699,8704.0,1049.0,98893.0,48689.0
广西,450000,02aab221aabc03b9,Sedan,2016,10,126,232,649,4699,8704.0,126.0,20690.0,8372.0
江苏,320000,02aab221aabc03b9,Sedan,2016,10,1270,1125,649,4699,8704.0,1270.0,76045.0,40669.0
江西,360000,02aab221aabc03b9,Sedan,2016,10,164,247,649,4699,8704.0,164.0,24145.0,11893.0
河北,130000,02aab221aabc03b9,Sedan,2016,10,307,576,649,4699,8704.0,307.0,54935.0,29232.0
河南,410000,02aab221aabc03b9,Sedan,2016,10,239,655,649,4699,8704.0,239.0,60851.0,27895.0
浙江,330000,02aab221aabc03b9,Sedan,2016,10,1239,1006,649,4699,8704.0,1239.0,59204.0,29667.0
湖北,420000,02aab221aabc03b9,Sedan,2016,10,272,440,649,4699,8704.0,272.0,33037.0,13788.0
湖南,430000,02aab221aabc03b9,Sedan,2016,10,213,351,649,4699,8704.0,213.0,34434.0,15244.0
福建,350000,02aab221aabc03b9,Sedan,2016,10,353,2473,649,4699,8704.0,353.0,24470.0,12812.0
辽宁,210000,02aab221aabc03b9,Sedan,2016,10,229,309,649,4699,8704.0,229.0,24756.0,13216.0
重庆,500000,02aab221aabc03b9,Sedan,2016,10,197,237,649,4699,8704.0,197.0,17135.0,7359.0
陕西,610000,02aab221aabc03b9,Sedan,2016,10,263,338,649,4699,8704.0,263.0,26213.0,12270.0
黑龙江,230000,02aab221aabc03b9,Sedan,2016,10,81,210,649,4699,8704.0,81.0,14606.0,6977.0
上海,310000,5d7fb682edd0f937,SUV,2016,10,281,933,77,1672,4976.0,281.0,20543.0,7342.0
云南,530000,5d7fb682edd0f937,SUV,2016,10,167,511,77,1672,4976.0,167.0,24967.0,9538.0
内蒙古,150000,5d7fb682edd0f937,SUV,2016,10,96,306,77,1672,4976.0,96.0,15909.0,7187.0
北京,110000,5d7fb682edd0f937,SUV,2016,10,308,1358,77,1672,4976.0,308.0,23423.0,9890.0
四川,510000,5d7fb682edd0f937,SUV,2016,10,305,1619,77,1672,4976.0,305.0,39584.0,16098.0
安徽,340000,5d7fb682edd0f937,SUV,2016,10,162,614,77,1672,4976.0,162.0,34948.0,13564.0
山东,370000,5d7fb682edd0f937,SUV,2016,10,265,1293,77,1672,4976.0,265.0,72939.0,22903.0
山西,140000,5d7fb682edd0f937,SUV,2016,10,83,332,77,1672,4976.0,83.0,22265.0,7185.0
广东,440000,5d7fb682edd0f937,SUV,2016,10,462,2156,77,1672,4976.0,462.0,98893.0,39521.0
广西,450000,5d7fb682edd0f937,SUV,2016,10,102,310,77,1672,4976.0,102.0,20690.0,6287.0
江苏,320000,5d7fb682edd0f937,SUV,2016,10,642,1871,77,1672,4976.0,642.0,76045.0,26014.0
江西,360000,5d7fb682edd0f937,SUV,2016,10,115,396,77,1672,4976.0,115.0,24145.0,9573.0
河北,130000,5d7fb682edd0f937,SUV,2016,10,184,912,77,1672,4976.0,184.0,54935.0,17865.0
河南,410000,5d7fb682edd0f937,SUV,2016,10,161,1106,77,1672,4976.0,161.0,60851.0,20997.0
浙江,330000,5d7fb682edd0f937,SUV,2016,10,587,1630,77,1672,4976.0,587.0,59204.0,22799.0
湖北,420000,5d7fb682edd0f937,SUV,2016,10,219,804,77,1672,4976.0,219.0,33037.0,15764.0
湖南,430000,5d7fb682edd0f937,SUV,2016,10,160,605,77,1672,4976.0,160.0,34434.0,15196.0
福建,350000,5d7fb682edd0f937,SUV,2016,10,202,1677,77,1672,4976.0,202.0,24470.0,9114.0
辽宁,210000,5d7fb682edd0f937,SUV,2016,10,130,489,77,1672,4976.0,130.0,24756.0,8894.0
重庆,500000,5d7fb682edd0f937,SUV,2016,10,123,383,77,1672,4976.0,123.0,17135.0,7987.0
陕西,610000,5d7fb682edd0f937,SUV,2016,10,172,631,77,1672,4976.0,172.0,26213.0,9940.0
黑龙江,230000,5d7fb682edd0f937,SUV,2016,10,50,392,77,1672,4976.0,50.0,14606.0,5617.0
上海,310000,a207df29ec9583f0,SUV,2016,10,428,1401,81,2749,6196.0,428.0,20543.0,7342.0
云南,530000,a207df29ec9583f0,SUV,2016,10,204,792,81,2749,6196.0,204.0,24967.0,9538.0
内蒙古,150000,a207df29ec9583f0,SUV,2016,10,72,437,81,2749,6196.0,72.0,15909.0,7187.0
北京,110000,a207df29ec9583f0,SUV,2016,10,604,2240,81,2749,6196.0,604.0,23423.0,9890.0
四川,510000,a207df29ec9583f0,SUV,2016,10,382,2480,81,2749,6196.0,382.0,39584.0,16098.0
安徽,340000,a207df29ec9583f0,SUV,2016,10,183,957,81,2749,6196.0,183.0,34948.0,13564.0
山东,370000,a207df29ec9583f0,SUV,2016,10,338,1990,81,2749,6196.0,338.0,72939.0,22903.0
山西,140000,a207df29ec9583f0,SUV,2016,10,84,460,81,2749,6196.0,84.0,22265.0,7185.0
广东,440000,a207df29ec9583f0,SUV,2016,10,627,3290,81,2749,6196.0,627.0,98893.0,39521.0
广西,450000,a207df29ec9583f0,SUV,2016,10,72,434,81,2749,6196.0,72.0,20690.0,6287.0
江苏,320000,a207df29ec9583f0,SUV,2016,10,791,3007,81,2749,6196.0,791.0,76045.0,26014.0
江西,360000,a207df29ec9583f0,SUV,2016,10,101,592,81,2749,6196.0,101.0,24145.0,9573.0
河北,130000,a207df29ec9583f0,SUV,2016,10,202,1391,81,2749,6196.0,202.0,54935.0,17865.0
河南,410000,a207df29ec9583f0,SUV,2016,10,194,1655,81,2749,6196.0,194.0,60851.0,20997.0
浙江,330000,a207df29ec9583f0,SUV,2016,10,733,2852,81,2749,6196.0,733.0,59204.0,22799.0
湖北,420000,a207df29ec9583f0,SUV,2016,10,230,1227,81,2749,6196.0,230.0,33037.0,15764.0
湖南,430000,a207df29ec9583f0,SUV,2016,10,143,934,81,2749,6196.0,143.0,34434.0,15196.0
福建,350000,a207df29ec9583f0,SUV,2016,10,197,1079,81,2749,6196.0,197.0,24470.0,9114.0
辽宁,210000,a207df29ec9583f0,SUV,2016,10,176,730,81,2749,6196.0,176.0,24756.0,8894.0
重庆,500000,a207df29ec9583f0,SUV,2016,10,151,618,81,2749,6196.0,151.0,17135.0,7987.0
陕西,610000,a207df29ec9583f0,SUV,2016,10,210,931,81,2749,6196.0,210.0,26213.0,9940.0
黑龙江,230000,a207df29ec9583f0,SUV,2016,10,74,536,81,2749,6196.0,74.0,14606.0,5617.0
上海,310000,b4be3a4917289c82,Hatchback,2016,10,188,4465,40,2167,3022.0,188.0,20543.0,1060.0
